Piece	i	Task	Start	Finish	Duration	Resource	Duration_%	Description	Duration_normalized
K284-3 (D)	216	V	257.4	257.8	0.4	tonic of adjacent applied chord(s)	0.13	Duration: 0.4<br>Local harmony: V	8.7
K309-1 (C)	0	I	1.0	3.5	2.5	local	1.47	Duration: 2.5	17.1
K309-1 (C)	1	ii	3.5	4.0	0.5	applied	0.29	Duration: 0.5<br>In local context: ii	1.6
K309-1 (C)	2	I	4.0	10.5	6.5	local	3.82	Duration: 6.5	48.1
K309-1 (C)	3	ii	10.5	11.0	0.5	applied	0.29	Duration: 0.5<br>In local context: ii	1.6
K309-1 (C)	4	I	11.0	13.0	2.0	local	1.17	Duration: 2.0	13.2
K309-1 (C)	5	ii	13.0	13.5	0.5	applied	0.29	Duration: 0.5<br>In local context: ii	1.6
K309-1 (C)	6	I	13.5	14.0	0.5	local	0.29	Duration: 0.5	1.6
K309-1 (C)	7	IV	14.0	14.5	0.5	applied	0.29	Duration: 0.5<br>In local context: IV	1.6
K309-1 (C)	8	I	14.5	25.0	10.5	local	6.17	Duration: 10.5	79.1
K309-1 (C)	9	V	25.0	38.2	13.2	local	7.75	Duration: 13.2	100.0
K309-1 (C)	10	II	38.2	38.5	0.3	applied	0.18	Duration: 0.3<br>In local context: V	0.0
K309-1 (C)	11	V	38.5	42.2	3.7	local	2.17	Duration: 3.7	26.4
K309-1 (C)	12	II	42.2	42.5	0.3	applied	0.18	Duration: 0.3<br>In local context: V	0.0
K309-1 (C)	13	V	42.5	50.0	7.5	local	4.4	Duration: 7.5	55.8
K309-1 (C)	14	vi	50.0	51.0	1.0	applied	0.59	Duration: 1.0<br>In local context: ii	5.4
K309-1 (C)	15	V	51.0	63.0	12.0	local	7.05	Duration: 12.0	90.7
K309-1 (C)	16	ii	63.0	69.0	6.0	local	3.52	Duration: 6.0	44.2
K309-1 (C)	17	vi	69.0	74.0	5.0	local	2.94	Duration: 5.0	36.4
K309-1 (C)	18	III	74.0	74.5	0.5	applied	0.29	Duration: 0.5<br>In local context: V	1.6
K309-1 (C)	19	vi	74.5	75.0	0.5	local	0.29	Duration: 0.5	1.6
K309-1 (C)	20	v	75.0	76.0	1.0	local	0.59	Duration: 1.0	5.4
K309-1 (C)	21	II	76.0	76.5	0.5	applied	0.29	Duration: 0.5<br>In local context: V	1.6
K309-1 (C)	22	v	76.5	77.0	0.5	local	0.29	Duration: 0.5	1.6
K309-1 (C)	23	i	77.0	78.0	1.0	local	0.59	Duration: 1.0	5.4
K309-1 (C)	24	vi	78.0	79.0	1.0	local	0.59	Duration: 1.0	5.4
K309-1 (C)	25	III	79.0	81.5	2.5	applied	1.47	Duration: 2.5<br>In local context: V	17.1
K309-1 (C)	26	vi	81.5	90.0	8.5	local	4.99	Duration: 8.5	63.6
K309-1 (C)	27	I	90.0	96.5	6.5	local	3.82	Duration: 6.5	48.1
K309-1 (C)	28	ii	96.5	97.0	0.5	applied	0.29	Duration: 0.5<br>In local context: ii	1.6
K309-1 (C)	29	I	97.0	105.0	8.0	local	4.7	Duration: 8.0	59.7
K309-1 (C)	30	ii	105.0	106.0	1.0	applied	0.59	Duration: 1.0<br>In local context: ii	5.4
K309-1 (C)	31	I	106.0	107.0	1.0	local	0.59	Duration: 1.0	5.4
K309-1 (C)	32	V	107.0	108.0	1.0	applied	0.59	Duration: 1.0<br>In local context: V	5.4
K309-1 (C)	33	I	108.0	120.0	12.0	local	7.05	Duration: 12.0	90.7
K309-1 (C)	34	V	120.0	122.0	2.0	applied	1.17	Duration: 2.0<br>In local context: V	13.2
K309-1 (C)	35	I	122.0	123.5	1.5	local	0.88	Duration: 1.5	9.3
K309-1 (C)	36	V	123.5	124.0	0.5	applied	0.29	Duration: 0.5<br>In local context: V	1.6
K309-1 (C)	37	I	124.0	125.5	1.5	local	0.88	Duration: 1.5	9.3
K309-1 (C)	38	V	125.5	126.0	0.5	applied	0.29	Duration: 0.5<br>In local context: V	1.6
K309-1 (C)	39	I	126.0	132.2	6.2	local	3.64	Duration: 6.2	45.7
K309-1 (C)	40	V	132.2	132.5	0.3	applied	0.18	Duration: 0.3<br>In local context: V	0.0
K309-1 (C)	41	I	132.5	136.2	3.7	local	2.17	Duration: 3.7	26.4
K309-1 (C)	42	V	136.2	136.5	0.3	applied	0.18	Duration: 0.3<br>In local context: V	0.0
K309-1 (C)	43	I	136.5	144.0	7.5	local	4.4	Duration: 7.5	55.8
K309-1 (C)	44	ii	144.0	145.0	1.0	applied	0.59	Duration: 1.0<br>In local context: ii	5.4
K309-1 (C)	45	I	145.0	150.2	5.2	local	3.05	Duration: 5.2	38.0
K309-1 (C)	46	ii	150.2	150.5	0.3	applied	0.18	Duration: 0.3<br>In local context: ii	0.0
K309-1 (C)	47	I	150.5	156.0	5.5	local	3.23	Duration: 5.5	40.3
K309-1 (C)	48	ii	4.0	4.5	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: ii(+4)	1.6
K309-1 (C)	49	ii	11.0	11.5	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: ii(+4)	1.6
K309-1 (C)	50	ii	13.5	14.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: ii6	1.6
K309-1 (C)	51	IV	14.5	16.0	1.5	tonic of adjacent applied chord(s)	0.88	Duration: 1.5<br>Local harmony: IV6	9.3
K309-1 (C)	52	II	38.5	39.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: V\\	1.6
K309-1 (C)	53	II	42.5	43.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: V\\	1.6
K309-1 (C)	54	vi	51.0	52.0	1.0	tonic of adjacent applied chord(s)	0.59	Duration: 1.0<br>Local harmony: ii6	5.4
K309-1 (C)	55	III	73.5	74.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: VI6	1.6
K309-1 (C)	56	III	74.5	75.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: V6	1.6
K309-1 (C)	57	II	75.5	76.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: VI6	1.6
K309-1 (C)	58	II	76.5	77.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: V6	1.6
K309-1 (C)	59	III	81.5	82.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: V(64)	1.6
K309-1 (C)	60	ii	97.0	97.5	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: ii(+4)	1.6
K309-1 (C)	61	V	118.0	120.0	2.0	tonic of adjacent applied chord(s)	1.17	Duration: 2.0<br>Local harmony: V6	13.2
K309-1 (C)	62	V	122.0	123.0	1.0	tonic of adjacent applied chord(s)	0.59	Duration: 1.0<br>Local harmony: V[V	5.4
K309-1 (C)	63	V	124.0	125.0	1.0	tonic of adjacent applied chord(s)	0.59	Duration: 1.0<br>Local harmony: V]	5.4
K309-1 (C)	64	V	126.0	127.0	1.0	tonic of adjacent applied chord(s)	0.59	Duration: 1.0<br>Local harmony: V\\	5.4
K309-1 (C)	65	V	132.5	133.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: V\\	1.6
K309-1 (C)	66	V	136.5	137.0	0.5	tonic of adjacent applied chord(s)	0.29	Duration: 0.5<br>Local harmony: V\\	1.6
K309-1 (C)	67	ii	145.0	146.0	1.0	tonic of adjacent applied chord(s)	0.59	Duration: 1.0<br>Local harmony: ii6	5.4
K309-1 (C)	68	ii	150.5	150.8	0.3	tonic of adjacent applied chord(s)	0.18	Duration: 0.3<br>Local harmony: ii	0.0
K309-2 (F)	0	I	1.0	6.0	5.0	local	5.91	Duration: 5.0	49.5
K309-2 (F)	1	V	6.0	6.5	0.5	applied	0.59	Duration: 0.5<br>In local context: V	4.0
K309-2 (F)	2	I	6.5	11.8	5.3	local	6.26	Duration: 5.3	52.5
K309-2 (F)	3	ii	11.8	12.0	0.2	applied	0.24	Duration: 0.2<br>In local context: ii	1.0
K309-2 (F)	4	I	12.0	22.0	10.0	local	11.82	Duration: 10.0	100.0
K309-2 (F)	5	V	22.0	22.5	0.5	applied	0.59	Duration: 0.5<br>In local context: V	4.0
K309-2 (F)	6	I	22.5	30.0	7.5	local	8.87	Duration: 7.5	74.7
K309-2 (F)	7	V	30.0	30.2	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	8	I	30.2	33.0	2.8	local	3.31	Duration: 2.8	27.3
K309-2 (F)	9	V	33.0	37.5	4.5	local	5.32	Duration: 4.5	44.4
K309-2 (F)	10	II	37.5	37.7	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	11	V	37.7	38.5	0.8	local	0.95	Duration: 0.8	7.1
K309-2 (F)	12	II	38.5	38.7	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	13	V	38.7	40.7	2.0	local	2.36	Duration: 2.0	19.2
K309-2 (F)	14	I	40.7	40.8	0.1	local	0.12	Duration: 0.1	0.0
K309-2 (F)	15	vi	40.8	41.0	0.2	applied	0.24	Duration: 0.2<br>In local context: vi	1.0
K309-2 (F)	16	ii	41.0	41.3	0.3	applied	0.35	Duration: 0.3<br>In local context: ii	2.0
K309-2 (F)	17	I	41.3	48.0	6.7	local	7.92	Duration: 6.7	66.7
K309-2 (F)	18	V	48.0	48.2	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	19	I	48.2	50.0	1.8	local	2.13	Duration: 1.8	17.2
K309-2 (F)	20	V	50.0	50.2	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	21	I	50.2	53.0	2.8	local	3.31	Duration: 2.8	27.3
K309-2 (F)	22	V	53.0	57.5	4.5	local	5.32	Duration: 4.5	44.4
K309-2 (F)	23	II	57.5	57.7	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	24	V	57.7	58.5	0.8	local	0.95	Duration: 0.8	7.1
K309-2 (F)	25	II	58.5	58.7	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	26	V	58.7	60.7	2.0	local	2.36	Duration: 2.0	19.2
K309-2 (F)	27	I	60.7	60.8	0.1	local	0.12	Duration: 0.1	0.0
K309-2 (F)	28	iv	60.8	61.0	0.2	applied	0.24	Duration: 0.2<br>In local context: iv	1.0
K309-2 (F)	29	ii	61.0	61.3	0.3	applied	0.35	Duration: 0.3<br>In local context: ii	2.0
K309-2 (F)	30	I	61.3	68.0	6.7	local	7.92	Duration: 6.7	66.7
K309-2 (F)	31	V	68.0	68.2	0.2	applied	0.24	Duration: 0.2<br>In local context: V	1.0
K309-2 (F)	32	I	68.2	70.8	2.6	local	3.07	Duration: 2.6	25.3
K309-2 (F)	33	V	70.8	71.2	0.4	applied	0.47	Duration: 0.4<br>In local context: V	3.0
K309-2 (F)	34	I	71.2	80.0	8.8	local	10.4	Duration: 8.8	87.9
K309-2 (F)	35	ii	12.0	12.2	0.2	tonic of adjacent applied chord(s)	0.24	Duration: 0.2<br>Local harmony: ii(4)	1.0
K309-2 (F)	36	V	29.3	30.0	0.7	tonic of adjacent applied chord(s)	0.83	Duration: 0.7<br>Local harmony: V\\	6.1
K309-2 (F)	37	V	29.0	29.3	0.3	tonic of adjacent applied chord(s)	0.35	Duration: 0.3<br>Local harmony: V(64)	2.0
K309-2 (F)	38	V	30.2	30.7	0.5	tonic of adjacent applied chord(s)	0.59	Duration: 0.5<br>Local harmony: V65	4.0
K309-2 (F)	39	II	37.7	38.0	0.3	tonic of adjacent applied chord(s)	0.35	Duration: 0.3<br>Local harmony: V(64)	2.0
K309-2 (F)	40	V	48.2	48.3	0.1	tonic of adjacent applied chord(s)	0.12	Duration: 0.1<br>Local harmony: V65	0.0
K309-2 (F)	41	V	49.3	50.0	0.7	tonic of adjacent applied chord(s)	0.83	Duration: 0.7<br>Local harmony: V\\	6.1
K309-2 (F)	42	V	49.0	49.3	0.3	tonic of adjacent applied chord(s)	0.35	Duration: 0.3<br>Local harmony: V(64)	2.0
K309-2 (F)	43	II	57.7	58.0	0.3	tonic of adjacent applied chord(s)	0.35	Duration: 0.3<br>Local harmony: V(64)	2.0
K309-2 (F)	44	ii	61.3	61.8	0.5	tonic of adjacent applied chord(s)	0.59	Duration: 0.5<br>Local harmony: ii6	4.0
K309-2 (F)	45	V	68.2	68.3	0.1	tonic of adjacent applied chord(s)	0.12	Duration: 0.1<br>Local harmony: V7	0.0
K309-2 (F)	46	V	70.5	70.8	0.3	tonic of adjacent applied chord(s)	0.35	Duration: 0.3<br>Local harmony: V6	2.0
K309-2 (F)	47	V	70.2	70.5	0.3	tonic of adjacent applied chord(s)	0.35	Duration: 0.3<br>Local harmony: V2	2.0
K309-2 (F)	48	V	70.0	70.2	0.2	tonic of adjacent applied chord(s)	0.24	Duration: 0.2<br>Local harmony: V	1.0
K309-2 (F)	49	V	71.2	72.0	0.8	tonic of adjacent applied chord(s)	0.95	Duration: 0.8<br>Local harmony: V(64)	7.1
K309-3 (C)	0	I	1.0	13.5	12.5	local	4.15	Duration: 12.5	60.6
K309-3 (C)	1	ii	13.5	14.0	0.5	applied	0.17	Duration: 0.5<br>In local context: ii	1.5
K309-3 (C)	2	I	14.0	16.5	2.5	local	0.83	Duration: 2.5	11.3
K309-3 (C)	3	ii	16.5	17.0	0.5	applied	0.17	Duration: 0.5<br>In local context: ii	1.5
K309-3 (C)	4	I	17.0	37.5	20.5	local	6.8	Duration: 20.5	100.0
K309-3 (C)	5	V	37.5	38.0	0.5	applied	0.17	Duration: 0.5<br>In local context: V	1.5
K309-3 (C)	6	I	38.0	39.8	1.8	local	0.6	Duration: 1.8	7.9
K309-3 (C)	7	V	39.8	50.8	11.0	local	3.65	Duration: 11.0	53.2
K309-3 (C)	8	II	50.8	51.0	0.2	applied	0.07	Duration: 0.2<br>In local context: V	0.0
K309-3 (C)	9	V	51.0	64.5	13.5	local	4.48	Duration: 13.5	65.5
K309-3 (C)	10	iii	64.5	65.0	0.5	applied	0.17	Duration: 0.5<br>In local context: vi	1.5
K309-3 (C)	11	V	65.0	66.0	1.0	local	0.33	Duration: 1.0	3.9
K309-3 (C)	12	II	66.0	67.0	1.0	applied	0.33	Duration: 1.0<br>In local context: V	3.9
K309-3 (C)	13	V	67.0	73.2	6.2	local	2.06	Duration: 6.2	29.6
K309-3 (C)	14	iii	73.2	74.0	0.8	applied	0.27	Duration: 0.8<br>In local context: vi	3.0
K309-3 (C)	15	V	74.0	74.2	0.2	local	0.07	Duration: 0.2	0.0
K309-3 (C)	16	II	74.2	75.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	3.0
K309-3 (C)	17	V	75.0	83.0	8.0	local	2.65	Duration: 8.0	38.4
K309-3 (C)	18	iii	83.0	83.5	0.5	applied	0.17	Duration: 0.5<br>In local context: vi	1.5
K309-3 (C)	19	V	83.5	87.0	3.5	local	1.16	Duration: 3.5	16.3
K309-3 (C)	20	I	87.0	105.5	18.5	local	6.14	Duration: 18.5	90.1
K309-3 (C)	21	ii	105.5	106.0	0.5	applied	0.17	Duration: 0.5<br>In local context: ii	1.5
K309-3 (C)	22	I	106.0	108.0	2.0	local	0.66	Duration: 2.0	8.9
K309-3 (C)	23	ii	108.0	109.0	1.0	applied	0.33	Duration: 1.0<br>In local context: ii	3.9
K309-3 (C)	24	I	109.0	111.5	2.5	local	0.83	Duration: 2.5	11.3
K309-3 (C)	25	IV	111.5	132.0	20.5	local	6.8	Duration: 20.5	100.0
K309-3 (C)	26	I	132.0	133.0	1.0	local	0.33	Duration: 1.0	3.9
K309-3 (C)	27	ii	133.0	135.0	2.0	applied	0.66	Duration: 2.0<br>In local context: ii	8.9
K309-3 (C)	28	I	135.0	136.8	1.8	local	0.6	Duration: 1.8	7.9
K309-3 (C)	29	V	136.8	137.0	0.2	applied	0.07	Duration: 0.2<br>In local context: V	0.0
K309-3 (C)	30	I	137.0	140.8	3.8	local	1.26	Duration: 3.8	17.7
K309-3 (C)	31	V	140.8	141.0	0.2	applied	0.07	Duration: 0.2<br>In local context: V	0.0
K309-3 (C)	32	I	141.0	155.0	14.0	local	4.64	Duration: 14.0	68.0
K309-3 (C)	33	V	155.0	157.0	2.0	applied	0.66	Duration: 2.0<br>In local context: V	8.9
K309-3 (C)	34	I	157.0	168.5	11.5	local	3.81	Duration: 11.5	55.7
K309-3 (C)	35	vi	168.5	169.0	0.5	applied	0.17	Duration: 0.5<br>In local context: vi	1.5
K309-3 (C)	36	I	169.0	170.0	1.0	local	0.33	Duration: 1.0	3.9
K309-3 (C)	37	V	170.0	171.0	1.0	applied	0.33	Duration: 1.0<br>In local context: V	3.9
K309-3 (C)	38	I	171.0	177.2	6.2	local	2.06	Duration: 6.2	29.6
K309-3 (C)	39	vi	177.2	178.0	0.8	applied	0.27	Duration: 0.8<br>In local context: vi	3.0
K309-3 (C)	40	I	178.0	178.2	0.2	local	0.07	Duration: 0.2	0.0
K309-3 (C)	41	ii	178.2	179.0	0.8	applied	0.27	Duration: 0.8<br>In local context: ii	3.0
K309-3 (C)	42	I	179.0	180.8	1.8	local	0.6	Duration: 1.8	7.9
K309-3 (C)	43	ii	180.8	181.0	0.2	applied	0.07	Duration: 0.2<br>In local context: ii	0.0
K309-3 (C)	44	I	181.0	182.8	1.8	local	0.6	Duration: 1.8	7.9
K309-3 (C)	45	ii	182.8	183.0	0.2	applied	0.07	Duration: 0.2<br>In local context: ii	0.0
K309-3 (C)	46	I	183.0	184.5	1.5	local	0.5	Duration: 1.5	6.4
K309-3 (C)	47	V	184.5	185.0	0.5	applied	0.17	Duration: 0.5<br>In local context: V	1.5
K309-3 (C)	48	I	185.0	193.5	8.5	local	2.82	Duration: 8.5	40.9
K309-3 (C)	49	ii	193.5	194.0	0.5	applied	0.17	Duration: 0.5<br>In local context: ii	1.5
K309-3 (C)	50	I	194.0	201.5	7.5	local	2.49	Duration: 7.5	36.0
K309-3 (C)	51	ii	201.5	202.0	0.5	applied	0.17	Duration: 0.5<br>In local context: ii	1.5
K309-3 (C)	52	V	202.0	202.5	0.5	applied	0.17	Duration: 0.5<br>In local context: V	1.5
K309-3 (C)	53	I	202.5	204.8	2.3	local	0.76	Duration: 2.3	10.3
K309-3 (C)	54	ii	204.8	205.0	0.2	applied	0.07	Duration: 0.2<br>In local context: ii	0.0
K309-3 (C)	55	I	205.0	207.8	2.8	local	0.93	Duration: 2.8	12.8
K309-3 (C)	56	vi	207.8	208.0	0.2	applied	0.07	Duration: 0.2<br>In local context: vi	0.0
K309-3 (C)	57	I	208.0	208.8	0.8	local	0.27	Duration: 0.8	3.0
K309-3 (C)	58	ii	208.8	209.0	0.2	applied	0.07	Duration: 0.2<br>In local context: ii	0.0
K309-3 (C)	59	I	209.0	209.8	0.8	local	0.27	Duration: 0.8	3.0
K309-3 (C)	60	V	209.8	210.0	0.2	applied	0.07	Duration: 0.2<br>In local context: V	0.0
K309-3 (C)	61	I	210.0	215.0	5.0	local	1.66	Duration: 5.0	23.6
K309-3 (C)	62	vi	215.0	215.5	0.5	applied	0.17	Duration: 0.5<br>In local context: vi	1.5
K309-3 (C)	63	I	215.5	219.0	3.5	local	1.16	Duration: 3.5	16.3
K309-3 (C)	64	vi	219.0	219.5	0.5	applied	0.17	Duration: 0.5<br>In local context: vi	1.5
K309-3 (C)	65	ii	219.5	220.0	0.5	applied	0.17	Duration: 0.5<br>In local context: ii	1.5
K309-3 (C)	66	I	220.0	225.2	5.2	local	1.72	Duration: 5.2	24.6
K309-3 (C)	67	ii	225.2	226.0	0.8	applied	0.27	Duration: 0.8<br>In local context: ii	3.0
K309-3 (C)	68	I	226.0	226.2	0.2	local	0.07	Duration: 0.2	0.0
K309-3 (C)	69	vi	226.2	227.0	0.8	applied	0.27	Duration: 0.8<br>In local context: vi	3.0
K309-3 (C)	70	I	227.0	227.2	0.2	local	0.07	Duration: 0.2	0.0
K309-3 (C)	71	V	227.2	228.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	3.0
K309-3 (C)	72	I	228.0	230.0	2.0	local	0.66	Duration: 2.0	8.9
K309-3 (C)	73	V	230.0	232.0	2.0	applied	0.66	Duration: 2.0<br>In local context: V	8.9
K309-3 (C)	74	I	232.0	246.5	14.5	local	4.81	Duration: 14.5	70.4
K309-3 (C)	75	IV	246.5	247.0	0.5	applied	0.17	Duration: 0.5<br>In local context: IV	1.5
K309-3 (C)	76	I	247.0	252.0	5.0	local	1.66	Duration: 5.0	23.6
K309-3 (C)	77	ii	14.0	14.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: ii	1.5
K309-3 (C)	78	ii	17.0	17.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: ii	1.5
K309-3 (C)	79	V	38.0	40.0	2.0	tonic of adjacent applied chord(s)	0.66	Duration: 2.0<br>Local harmony: V(64)	8.9
K309-3 (C)	80	II	51.0	58.0	7.0	tonic of adjacent applied chord(s)	2.32	Duration: 7.0<br>Local harmony: V\\	33.5
K309-3 (C)	81	iii	65.0	66.0	1.0	tonic of adjacent applied chord(s)	0.33	Duration: 1.0<br>Local harmony: vi\\	3.9
K309-3 (C)	82	II	67.0	69.0	2.0	tonic of adjacent applied chord(s)	0.66	Duration: 2.0<br>Local harmony: V(64)	8.9
K309-3 (C)	83	II	75.0	77.0	2.0	tonic of adjacent applied chord(s)	0.66	Duration: 2.0<br>Local harmony: V(64)	8.9
K309-3 (C)	84	iii	83.5	84.0	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: vi	1.5
K309-3 (C)	85	ii	106.0	106.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: ii	1.5
K309-3 (C)	86	V	137.0	140.0	3.0	tonic of adjacent applied chord(s)	1.0	Duration: 3.0<br>Local harmony: V	13.8
K309-3 (C)	87	V	141.0	142.5	1.5	tonic of adjacent applied chord(s)	0.5	Duration: 1.5<br>Local harmony: V	6.4
K309-3 (C)	88	V	157.0	162.0	5.0	tonic of adjacent applied chord(s)	1.66	Duration: 5.0<br>Local harmony: V7	23.6
K309-3 (C)	89	vi	169.0	170.0	1.0	tonic of adjacent applied chord(s)	0.33	Duration: 1.0<br>Local harmony: vi\\	3.9
K309-3 (C)	90	V	171.0	173.0	2.0	tonic of adjacent applied chord(s)	0.66	Duration: 2.0<br>Local harmony: V(64)	8.9
K309-3 (C)	91	ii	179.0	180.8	1.8	tonic of adjacent applied chord(s)	0.6	Duration: 1.8<br>Local harmony: ii6	7.9
K309-3 (C)	92	ii	181.0	182.8	1.8	tonic of adjacent applied chord(s)	0.6	Duration: 1.8<br>Local harmony: ii6	7.9
K309-3 (C)	93	ii	183.0	184.5	1.5	tonic of adjacent applied chord(s)	0.5	Duration: 1.5<br>Local harmony: ii65	6.4
K309-3 (C)	94	V	185.0	189.0	4.0	tonic of adjacent applied chord(s)	1.33	Duration: 4.0<br>Local harmony: V\\	18.7
K309-3 (C)	95	ii	194.0	194.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: ii	1.5
K309-3 (C)	96	V	202.5	203.0	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: V65	1.5
K309-3 (C)	97	ii	205.0	205.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: ii	1.5
K309-3 (C)	98	vi	208.0	208.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: vi	1.5
K309-3 (C)	99	ii	209.0	209.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: ii	1.5
K309-3 (C)	100	V	210.0	215.0	5.0	tonic of adjacent applied chord(s)	1.66	Duration: 5.0<br>Local harmony: V\\	23.6
K309-3 (C)	101	vi	215.5	216.0	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: vi	1.5
K309-3 (C)	102	ii	220.0	220.5	0.5	tonic of adjacent applied chord(s)	0.17	Duration: 0.5<br>Local harmony: ii6	1.5
K309-3 (C)	103	ii	226.0	226.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: ii	0.0
K309-3 (C)	104	vi	227.0	227.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: vi	0.0
K309-3 (C)	105	V	228.0	230.0	2.0	tonic of adjacent applied chord(s)	0.66	Duration: 2.0<br>Local harmony: V(64)	8.9
K309-3 (C)	106	IV	247.0	249.0	2.0	tonic of adjacent applied chord(s)	0.66	Duration: 2.0<br>Local harmony: IV	8.9
K310-1 (a)	0	i	1.0	12.0	11.0	local	7.72	Duration: 11.0	32.9
K310-1 (a)	1	VI	12.0	13.0	1.0	applied	0.7	Duration: 1.0<br>In local context: VI	2.4
K310-1 (a)	2	i	13.0	13.5	0.5	local	0.35	Duration: 0.5	0.9
K310-1 (a)	3	iv	13.5	14.0	0.5	applied	0.35	Duration: 0.5<br>In local context: iv	0.9
K310-1 (a)	4	i	14.0	14.2	0.2	local	0.14	Duration: 0.2	0.0
K310-1 (a)	5	III	14.2	14.5	0.3	applied	0.21	Duration: 0.3<br>In local context: III	0.3
K310-1 (a)	6	i	14.5	15.0	0.5	local	0.35	Duration: 0.5	0.9
K310-1 (a)	7	III	15.0	15.8	0.8	local	0.56	Duration: 0.8	1.8
K310-1 (a)	8	VII	15.8	16.0	0.2	applied	0.14	Duration: 0.2<br>In local context: V	0.0
K310-1 (a)	9	III	16.0	17.8	1.8	local	1.26	Duration: 1.8	4.9
K310-1 (a)	10	VII	17.8	18.0	0.2	applied	0.14	Duration: 0.2<br>In local context: V	0.0
K310-1 (a)	11	III	18.0	19.8	1.8	local	1.26	Duration: 1.8	4.9
K310-1 (a)	12	VII	19.8	20.0	0.2	applied	0.14	Duration: 0.2<br>In local context: V	0.0
K310-1 (a)	13	III	20.0	53.0	33.0	local	23.16	Duration: 33.0	100.0
K310-1 (a)	14	iv	53.0	54.0	1.0	applied	0.7	Duration: 1.0<br>In local context: ii	2.4
K310-1 (a)	15	VI	54.0	57.0	3.0	applied	2.11	Duration: 3.0<br>In local context: IV	8.5
K310-1 (a)	16	v	57.0	61.0	4.0	local	2.81	Duration: 4.0	11.6
K310-1 (a)	17	IV	61.0	61.5	0.5	applied	0.35	Duration: 0.5<br>In local context: VII	0.9
K310-1 (a)	18	v	61.5	62.0	0.5	local	0.35	Duration: 0.5	0.9
K310-1 (a)	19	i	62.0	65.0	3.0	local	2.11	Duration: 3.0	8.5
K310-1 (a)	20	VII	65.0	65.5	0.5	applied	0.35	Duration: 0.5<br>In local context: VII	0.9
K310-1 (a)	21	i	65.5	66.0	0.5	local	0.35	Duration: 0.5	0.9
K310-1 (a)	22	iv	66.0	70.5	4.5	local	3.16	Duration: 4.5	13.1
K310-1 (a)	23	III	70.5	71.0	0.5	applied	0.35	Duration: 0.5<br>In local context: III	0.9
K310-1 (a)	24	i	71.0	75.8	4.8	local	3.37	Duration: 4.8	14.0
K310-1 (a)	25	V	75.8	76.0	0.2	applied	0.14	Duration: 0.2<br>In local context: V	0.0
K310-1 (a)	26	i	76.0	77.8	1.8	local	1.26	Duration: 1.8	4.9
K310-1 (a)	27	V	77.8	78.0	0.2	applied	0.14	Duration: 0.2<br>In local context: V	0.0
K310-1 (a)	28	i	78.0	89.8	11.8	local	8.28	Duration: 11.8	35.4
K310-1 (a)	29	VI	89.8	90.0	0.2	applied	0.14	Duration: 0.2<br>In local context: VI	0.0
