Piece	i	Task	Start	Finish	Duration	Resource	Duration_%	Description	Duration_normalized
K533-1 (F)	118	II	39.0	39.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: V(64)	3.5
K533-1 (F)	119	II	38.0	39.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: VI	7.9
K533-1 (F)	120	II	40.0	41.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(64)	7.9
K533-1 (F)	121	II	49.0	49.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: V(64)	3.5
K533-1 (F)	122	II	58.0	58.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: V6	5.7
K533-1 (F)	123	II	60.0	61.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(4)	7.9
K533-1 (F)	124	I	62.0	62.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: IV	5.7
K533-1 (F)	125	II	70.0	70.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: V[V\\	5.7
K533-1 (F)	126	vi	72.0	72.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: ii	5.7
K533-1 (F)	127	I	72.0	73.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: IV	7.9
K533-1 (F)	128	II	73.0	74.5	1.5	tonic of adjacent applied chord(s)	0.56	Duration: 1.5<br>Local harmony: V(64)	10.1
K533-1 (F)	129	II	73.0	73.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: V7	3.5
K533-1 (F)	130	II	74.0	75.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(4)	7.9
K533-1 (F)	131	III	76.0	78.0	2.0	tonic of adjacent applied chord(s)	0.75	Duration: 2.0<br>Local harmony: V(64)	12.3
K533-1 (F)	132	II	82.8	82.0	-0.8	tonic of adjacent applied chord(s)	-0.3	Duration: -0.8<br>Local harmony: V	0.0
K533-1 (F)	133	II	82.0	82.8	0.8	tonic of adjacent applied chord(s)	0.3	Duration: 0.8<br>Local harmony: V7(4)	7.0
K533-1 (F)	134	II	81.8	82.0	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: V(64)	4.4
K533-1 (F)	135	II	81.0	81.8	0.8	tonic of adjacent applied chord(s)	0.3	Duration: 0.8<br>Local harmony: V(+6)	7.0
K533-1 (F)	136	II	83.0	84.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(64)	7.9
K533-1 (F)	137	II	85.0	86.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(64)	7.9
K533-1 (F)	138	vi	91.5	91.0	-0.5	tonic of adjacent applied chord(s)	-0.19	Duration: -0.5<br>Local harmony: iii6	1.3
K533-1 (F)	139	vi	91.5	92.0	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: ii6	5.7
K533-1 (F)	140	vi	94.5	94.0	-0.5	tonic of adjacent applied chord(s)	-0.19	Duration: -0.5<br>Local harmony: iii6	1.3
K533-1 (F)	141	vi	94.5	95.0	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: ii6	5.7
K533-1 (F)	142	V	166.0	166.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: V(64)	3.5
K533-1 (F)	143	V	165.0	166.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: VI	7.9
K533-1 (F)	144	V	167.0	167.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: V(64)	3.5
K533-1 (F)	145	V	176.0	176.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: V(64)	3.5
K533-1 (F)	146	V	185.0	185.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: V6	5.7
K533-1 (F)	147	V	187.0	188.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(4)	7.9
K533-1 (F)	148	IV	189.0	189.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: IV	5.7
K533-1 (F)	149	V	197.0	197.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: V[V\\	5.7
K533-1 (F)	150	ii	199.0	199.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: ii	5.7
K533-1 (F)	151	IV	199.0	200.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: IV	7.9
K533-1 (F)	152	V	201.0	202.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V]\\	7.9
K533-1 (F)	153	vi	203.0	203.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: vi	5.7
K533-1 (F)	154	vi	205.0	205.5	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: vi	5.7
K533-1 (F)	155	V	207.0	208.5	1.5	tonic of adjacent applied chord(s)	0.56	Duration: 1.5<br>Local harmony: V[V(4)	10.1
K533-1 (F)	156	VI	209.0	211.0	2.0	tonic of adjacent applied chord(s)	0.75	Duration: 2.0<br>Local harmony: V(64)	12.3
K533-1 (F)	157	v	216.0	217.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: viio43	7.9
K533-1 (F)	158	ii	217.0	218.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: ii6(11)	7.9
K533-1 (F)	159	V	219.8	219.0	-0.8	tonic of adjacent applied chord(s)	-0.3	Duration: -0.8<br>Local harmony: V	0.0
K533-1 (F)	160	V	219.0	219.8	0.8	tonic of adjacent applied chord(s)	0.3	Duration: 0.8<br>Local harmony: V7(4)	7.0
K533-1 (F)	161	V	218.8	219.0	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: V(64)	4.4
K533-1 (F)	162	V	218.0	218.8	0.8	tonic of adjacent applied chord(s)	0.3	Duration: 0.8<br>Local harmony: V(+6)	7.0
K533-1 (F)	163	V	220.0	221.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(64)	7.9
K533-1 (F)	164	V	222.0	223.0	1.0	tonic of adjacent applied chord(s)	0.37	Duration: 1.0<br>Local harmony: V(64)	7.9
K533-1 (F)	165	ii	228.5	228.0	-0.5	tonic of adjacent applied chord(s)	-0.19	Duration: -0.5<br>Local harmony: iii6	1.3
K533-1 (F)	166	ii	228.5	229.0	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: ii6	5.7
K533-1 (F)	167	ii	231.5	231.0	-0.5	tonic of adjacent applied chord(s)	-0.19	Duration: -0.5<br>Local harmony: iii6	1.3
K533-1 (F)	168	ii	231.5	232.0	0.5	tonic of adjacent applied chord(s)	0.19	Duration: 0.5<br>Local harmony: ii6	5.7
K533-2 (Bb)	0	I	1.0	2.0	1.0	local	0.75	Duration: 1.0	11.4
K533-2 (Bb)	1	V	2.0	3.0	1.0	applied	0.75	Duration: 1.0<br>In local context: V	11.4
K533-2 (Bb)	2	I	3.0	5.0	2.0	local	1.49	Duration: 2.0	24.1
K533-2 (Bb)	3	ii	5.0	5.3	0.3	applied	0.22	Duration: 0.3<br>In local context: ii	2.5
K533-2 (Bb)	4	I	5.3	7.0	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	5	ii	7.0	7.3	0.3	applied	0.22	Duration: 0.3<br>In local context: ii	2.5
K533-2 (Bb)	6	I	7.3	9.0	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	7	V	9.0	10.7	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	8	I	10.7	12.0	1.3	local	0.97	Duration: 1.3	15.2
K533-2 (Bb)	9	V	12.0	13.0	1.0	applied	0.75	Duration: 1.0<br>In local context: V	11.4
K533-2 (Bb)	10	I	13.0	15.0	2.0	local	1.49	Duration: 2.0	24.1
K533-2 (Bb)	11	ii	15.0	15.3	0.3	applied	0.22	Duration: 0.3<br>In local context: ii	2.5
K533-2 (Bb)	12	I	15.3	17.0	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	13	ii	17.0	17.3	0.3	applied	0.22	Duration: 0.3<br>In local context: ii	2.5
K533-2 (Bb)	14	I	17.3	19.0	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	15	V	19.0	20.0	1.0	local	0.75	Duration: 1.0	11.4
K533-2 (Bb)	16	vi	20.0	21.0	1.0	applied	0.75	Duration: 1.0<br>In local context: ii	11.4
K533-2 (Bb)	17	V	21.0	27.0	6.0	local	4.48	Duration: 6.0	74.7
K533-2 (Bb)	18	vi	27.0	29.0	2.0	applied	1.49	Duration: 2.0<br>In local context: ii	24.1
K533-2 (Bb)	19	V	29.0	30.0	1.0	local	0.75	Duration: 1.0	11.4
K533-2 (Bb)	20	II	30.0	31.0	1.0	applied	0.75	Duration: 1.0<br>In local context: V	11.4
K533-2 (Bb)	21	V	31.0	39.0	8.0	local	5.98	Duration: 8.0	100.0
K533-2 (Bb)	22	bVII	39.0	40.7	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	23	V	40.7	44.3	3.6	local	2.69	Duration: 3.6	44.3
K533-2 (Bb)	24	iii	44.3	44.7	0.4	applied	0.3	Duration: 0.4<br>In local context: vi	3.8
K533-2 (Bb)	25	V	44.7	44.8	0.1	local	0.07	Duration: 0.1	0.0
K533-2 (Bb)	26	II	44.8	45.0	0.2	applied	0.15	Duration: 0.2<br>In local context: V	1.3
K533-2 (Bb)	27	V	45.0	48.0	3.0	local	2.24	Duration: 3.0	36.7
K533-2 (Bb)	28	iii	48.0	50.0	2.0	local	1.49	Duration: 2.0	24.1
K533-2 (Bb)	29	I	50.0	54.0	4.0	local	2.99	Duration: 4.0	49.4
K533-2 (Bb)	30	vi	54.0	55.7	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	31	ii	55.7	56.3	0.6	local	0.45	Duration: 0.6	6.3
K533-2 (Bb)	32	iii	56.3	57.7	1.4	local	1.05	Duration: 1.4	16.5
K533-2 (Bb)	33	vi	57.7	58.3	0.6	local	0.45	Duration: 0.6	6.3
K533-2 (Bb)	34	VII	58.3	59.7	1.4	local	1.05	Duration: 1.4	16.5
K533-2 (Bb)	35	V	59.7	61.0	1.3	local	0.97	Duration: 1.3	15.2
K533-2 (Bb)	36	vi	61.0	63.0	2.0	local	1.49	Duration: 2.0	24.1
K533-2 (Bb)	37	I	63.0	64.0	1.0	local	0.75	Duration: 1.0	11.4
K533-2 (Bb)	38	ii	64.0	66.0	2.0	local	1.49	Duration: 2.0	24.1
K533-2 (Bb)	39	IV	66.0	67.0	1.0	local	0.75	Duration: 1.0	11.4
K533-2 (Bb)	40	V	67.0	68.0	1.0	local	0.75	Duration: 1.0	11.4
K533-2 (Bb)	41	vi	68.0	70.0	2.0	local	1.49	Duration: 2.0	24.1
K533-2 (Bb)	42	I	70.0	74.0	4.0	local	2.99	Duration: 4.0	49.4
K533-2 (Bb)	43	V	74.0	75.0	1.0	applied	0.75	Duration: 1.0<br>In local context: V	11.4
K533-2 (Bb)	44	I	75.0	77.0	2.0	local	1.49	Duration: 2.0	24.1
K533-2 (Bb)	45	ii	77.0	77.3	0.3	applied	0.22	Duration: 0.3<br>In local context: ii	2.5
K533-2 (Bb)	46	I	77.3	79.0	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	47	ii	79.0	79.3	0.3	applied	0.22	Duration: 0.3<br>In local context: ii	2.5
K533-2 (Bb)	48	I	79.3	81.0	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	49	V	81.0	82.7	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	50	I	82.7	84.0	1.3	local	0.97	Duration: 1.3	15.2
K533-2 (Bb)	51	V	84.0	85.0	1.0	applied	0.75	Duration: 1.0<br>In local context: V	11.4
K533-2 (Bb)	52	I	85.0	88.0	3.0	local	2.24	Duration: 3.0	36.7
K533-2 (Bb)	53	ii	88.0	89.0	1.0	applied	0.75	Duration: 1.0<br>In local context: ii	11.4
K533-2 (Bb)	54	I	89.0	95.0	6.0	local	4.48	Duration: 6.0	74.7
K533-2 (Bb)	55	ii	95.0	97.0	2.0	applied	1.49	Duration: 2.0<br>In local context: ii	24.1
K533-2 (Bb)	56	I	97.0	98.0	1.0	local	0.75	Duration: 1.0	11.4
K533-2 (Bb)	57	V	98.0	99.0	1.0	applied	0.75	Duration: 1.0<br>In local context: V	11.4
K533-2 (Bb)	58	I	99.0	107.0	8.0	local	5.98	Duration: 8.0	100.0
K533-2 (Bb)	59	bIII	107.0	108.7	1.7	local	1.27	Duration: 1.7	20.3
K533-2 (Bb)	60	I	108.7	112.3	3.6	local	2.69	Duration: 3.6	44.3
K533-2 (Bb)	61	vi	112.3	112.7	0.4	applied	0.3	Duration: 0.4<br>In local context: vi	3.8
K533-2 (Bb)	62	I	112.7	112.8	0.1	local	0.07	Duration: 0.1	0.0
K533-2 (Bb)	63	V	112.8	113.0	0.2	applied	0.15	Duration: 0.2<br>In local context: V	1.3
K533-2 (Bb)	64	I	113.0	116.7	3.7	local	2.77	Duration: 3.7	45.6
K533-2 (Bb)	65	vi	116.7	117.0	0.3	applied	0.22	Duration: 0.3<br>In local context: vi	2.5
K533-2 (Bb)	66	I	117.0	117.7	0.7	local	0.52	Duration: 0.7	7.6
K533-2 (Bb)	67	IV	117.7	118.0	0.3	applied	0.22	Duration: 0.3<br>In local context: IV	2.5
K533-2 (Bb)	68	I	118.0	118.3	0.3	local	0.22	Duration: 0.3	2.5
K533-2 (Bb)	69	ii	118.3	119.0	0.7	applied	0.52	Duration: 0.7<br>In local context: ii	7.6
K533-2 (Bb)	70	vi	119.0	119.2	0.2	applied	0.15	Duration: 0.2<br>In local context: vi	1.3
K533-2 (Bb)	71	I	119.2	123.0	3.8	local	2.84	Duration: 3.8	46.8
K533-2 (Bb)	72	V	3.0	3.8	0.8	tonic of adjacent applied chord(s)	0.6	Duration: 0.8<br>Local harmony: V(4)	8.9
K533-2 (Bb)	73	ii	5.3	6.0	0.7	tonic of adjacent applied chord(s)	0.52	Duration: 0.7<br>Local harmony: ii	7.6
K533-2 (Bb)	74	ii	7.3	8.0	0.7	tonic of adjacent applied chord(s)	0.52	Duration: 0.7<br>Local harmony: ii6]	7.6
K533-2 (Bb)	75	V	13.0	13.8	0.8	tonic of adjacent applied chord(s)	0.6	Duration: 0.8<br>Local harmony: V(4)	8.9
K533-2 (Bb)	76	ii	15.3	16.0	0.7	tonic of adjacent applied chord(s)	0.52	Duration: 0.7<br>Local harmony: ii	7.6
K533-2 (Bb)	77	ii	17.3	18.0	0.7	tonic of adjacent applied chord(s)	0.52	Duration: 0.7<br>Local harmony: ii6]	7.6
K533-2 (Bb)	78	vi	21.0	22.0	1.0	tonic of adjacent applied chord(s)	0.75	Duration: 1.0<br>Local harmony: ii6	11.4
K533-2 (Bb)	79	iii	44.7	44.8	0.1	tonic of adjacent applied chord(s)	0.07	Duration: 0.1<br>Local harmony: vi	0.0
K533-2 (Bb)	80	II	45.0	46.0	1.0	tonic of adjacent applied chord(s)	0.75	Duration: 1.0<br>Local harmony: V(64)	11.4
K533-2 (Bb)	81	V	75.0	75.8	0.8	tonic of adjacent applied chord(s)	0.6	Duration: 0.8<br>Local harmony: V(4)	8.9
K533-2 (Bb)	82	ii	77.3	78.0	0.7	tonic of adjacent applied chord(s)	0.52	Duration: 0.7<br>Local harmony: ii	7.6
K533-2 (Bb)	83	ii	79.3	80.0	0.7	tonic of adjacent applied chord(s)	0.52	Duration: 0.7<br>Local harmony: ii6]	7.6
K533-2 (Bb)	84	ii	89.0	90.0	1.0	tonic of adjacent applied chord(s)	0.75	Duration: 1.0<br>Local harmony: ii6	11.4
K533-2 (Bb)	85	vi	112.7	112.8	0.1	tonic of adjacent applied chord(s)	0.07	Duration: 0.1<br>Local harmony: vi	0.0
K533-2 (Bb)	86	V	113.0	114.0	1.0	tonic of adjacent applied chord(s)	0.75	Duration: 1.0<br>Local harmony: V(64)	11.4
K533-2 (Bb)	87	vi	117.0	117.7	0.7	tonic of adjacent applied chord(s)	0.52	Duration: 0.7<br>Local harmony: vi\\	7.6
K533-2 (Bb)	88	IV	118.0	118.3	0.3	tonic of adjacent applied chord(s)	0.22	Duration: 0.3<br>Local harmony: IV	2.5
K533-3 (F)	0	I	1.0	6.5	5.5	local	2.58	Duration: 5.5	26.7
K533-3 (F)	1	V	6.5	6.0	-0.5	applied	-0.23	Duration: -0.5<br>In local context: V	0.0
K533-3 (F)	2	I	6.0	13.0	7.0	local	3.28	Duration: 7.0	33.3
K533-3 (F)	3	V	13.0	23.0	10.0	local	4.69	Duration: 10.0	46.7
K533-3 (F)	4	II	23.0	24.5	1.5	applied	0.7	Duration: 1.5<br>In local context: V	8.9
K533-3 (F)	5	V	24.5	27.0	2.5	local	1.17	Duration: 2.5	13.3
K533-3 (F)	6	II	27.0	28.5	1.5	applied	0.7	Duration: 1.5<br>In local context: V	8.9
K533-3 (F)	7	V	28.5	35.8	7.3	local	3.42	Duration: 7.3	34.7
K533-3 (F)	8	I	35.8	44.5	8.7	local	4.08	Duration: 8.7	40.9
K533-3 (F)	9	V	44.5	44.0	-0.5	applied	-0.23	Duration: -0.5<br>In local context: V	0.0
K533-3 (F)	10	I	44.0	51.0	7.0	local	3.28	Duration: 7.0	33.3
K533-3 (F)	11	vi	51.0	68.0	17.0	local	7.97	Duration: 17.0	77.8
K533-3 (F)	12	IV	68.0	73.0	5.0	local	2.35	Duration: 5.0	24.4
K533-3 (F)	13	ii	73.0	75.0	2.0	local	0.94	Duration: 2.0	11.1
K533-3 (F)	14	I	75.0	80.2	5.2	local	2.44	Duration: 5.2	25.3
K533-3 (F)	15	V	80.2	80.0	-0.2	applied	-0.09	Duration: -0.2<br>In local context: V	1.3
K533-3 (F)	16	I	80.0	80.2	0.2	local	0.09	Duration: 0.2	3.1
K533-3 (F)	17	V	80.2	81.0	0.8	applied	0.38	Duration: 0.8<br>In local context: V	5.8
K533-3 (F)	18	I	81.0	81.2	0.2	local	0.09	Duration: 0.2	3.1
K533-3 (F)	19	V	81.2	81.0	-0.2	applied	-0.09	Duration: -0.2<br>In local context: V	1.3
K533-3 (F)	20	I	81.0	82.2	1.2	local	0.56	Duration: 1.2	7.6
K533-3 (F)	21	iii	82.2	82.0	-0.2	applied	-0.09	Duration: -0.2<br>In local context: iii	1.3
K533-3 (F)	22	I	82.0	82.2	0.2	local	0.09	Duration: 0.2	3.1
K533-3 (F)	23	ii	82.2	83.0	0.8	applied	0.38	Duration: 0.8<br>In local context: ii	5.8
K533-3 (F)	24	I	83.0	88.5	5.5	local	2.58	Duration: 5.5	26.7
K533-3 (F)	25	V	88.5	88.0	-0.5	applied	-0.23	Duration: -0.5<br>In local context: V	0.0
K533-3 (F)	26	I	88.0	95.0	7.0	local	3.28	Duration: 7.0	33.3
K533-3 (F)	27	i	95.0	96.0	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	28	bIII	96.0	97.0	1.0	applied	0.47	Duration: 1.0<br>In local context: III	6.7
K533-3 (F)	29	i	97.0	99.2	2.2	local	1.03	Duration: 2.2	12.0
K533-3 (F)	30	bIII	99.2	103.0	3.8	local	1.78	Duration: 3.8	19.1
K533-3 (F)	31	iv	103.0	104.0	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	32	I	104.0	104.0	0.0	applied	0.0	Duration: 0.0<br>In local context: V	2.2
K533-3 (F)	33	iv	104.0	105.0	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	34	bIII	105.0	106.0	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	35	bVII	106.0	106.0	0.0	applied	0.0	Duration: 0.0<br>In local context: V	2.2
K533-3 (F)	36	bIII	106.0	107.5	1.5	local	0.7	Duration: 1.5	8.9
K533-3 (F)	37	i	107.5	107.0	-0.5	local	-0.23	Duration: -0.5	0.0
K533-3 (F)	38	V	107.0	107.5	0.5	applied	0.23	Duration: 0.5<br>In local context: V	4.4
K533-3 (F)	39	i	107.5	108.5	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	40	V	108.5	108.0	-0.5	applied	-0.23	Duration: -0.5<br>In local context: V	0.0
K533-3 (F)	41	i	108.0	110.0	2.0	local	0.94	Duration: 2.0	11.1
K533-3 (F)	42	bIII	110.0	111.0	1.0	applied	0.47	Duration: 1.0<br>In local context: III	6.7
K533-3 (F)	43	i	111.0	114.0	3.0	local	1.41	Duration: 3.0	15.6
K533-3 (F)	44	V	114.0	114.0	0.0	applied	0.0	Duration: 0.0<br>In local context: V	2.2
K533-3 (F)	45	i	114.0	116.0	2.0	local	0.94	Duration: 2.0	11.1
K533-3 (F)	46	I	116.0	125.5	9.5	local	4.46	Duration: 9.5	44.4
K533-3 (F)	47	V	125.5	125.0	-0.5	applied	-0.23	Duration: -0.5<br>In local context: V	0.0
K533-3 (F)	48	I	125.0	134.0	9.0	local	4.22	Duration: 9.0	42.2
K533-3 (F)	49	V	134.0	135.0	1.0	applied	0.47	Duration: 1.0<br>In local context: V	6.7
K533-3 (F)	50	I	135.0	136.0	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	51	V	136.0	137.5	1.5	applied	0.7	Duration: 1.5<br>In local context: V	8.9
K533-3 (F)	52	I	137.5	140.0	2.5	local	1.17	Duration: 2.5	13.3
K533-3 (F)	53	V	140.0	141.5	1.5	applied	0.7	Duration: 1.5<br>In local context: V	8.9
K533-3 (F)	54	I	141.5	143.0	1.5	local	0.7	Duration: 1.5	8.9
K533-3 (F)	55	V	143.0	144.0	1.0	applied	0.47	Duration: 1.0<br>In local context: V	6.7
K533-3 (F)	56	I	144.0	147.5	3.5	local	1.64	Duration: 3.5	17.8
K533-3 (F)	57	vi	147.5	147.0	-0.5	applied	-0.23	Duration: -0.5<br>In local context: vi	0.0
K533-3 (F)	58	V	147.0	148.0	1.0	applied	0.47	Duration: 1.0<br>In local context: V	6.7
K533-3 (F)	59	I	148.0	149.0	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	60	IV	149.0	150.0	1.0	applied	0.47	Duration: 1.0<br>In local context: IV	6.7
K533-3 (F)	61	I	150.0	155.0	5.0	local	2.35	Duration: 5.0	24.4
K533-3 (F)	62	V	155.0	156.0	1.0	applied	0.47	Duration: 1.0<br>In local context: V	6.7
K533-3 (F)	63	I	156.0	156.0	0.0	local	0.0	Duration: 0.0	2.2
K533-3 (F)	64	IV	156.0	157.0	1.0	applied	0.47	Duration: 1.0<br>In local context: IV	6.7
K533-3 (F)	65	I	157.0	158.0	1.0	local	0.47	Duration: 1.0	6.7
K533-3 (F)	66	V	158.0	159.0	1.0	applied	0.47	Duration: 1.0<br>In local context: V	6.7
K533-3 (F)	67	I	159.0	164.0	5.0	local	2.35	Duration: 5.0	24.4
K533-3 (F)	68	V	164.0	166.0	2.0	applied	0.94	Duration: 2.0<br>In local context: V	11.1
K533-3 (F)	69	I	166.0	188.0	22.0	local	10.32	Duration: 22.0	100.0
K533-3 (F)	70	V	6.0	7.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V(4)	6.7
K533-3 (F)	71	II	24.5	25.5	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V	6.7
K533-3 (F)	72	II	28.5	29.5	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V	6.7
K533-3 (F)	73	V	44.0	45.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V(4)	6.7
K533-3 (F)	74	V	79.0	80.2	1.2	tonic of adjacent applied chord(s)	0.56	Duration: 1.2<br>Local harmony: V\\	7.6
K533-3 (F)	75	V	80.0	80.2	0.2	tonic of adjacent applied chord(s)	0.09	Duration: 0.2<br>Local harmony: V	3.1
K533-3 (F)	76	V	81.0	81.2	0.2	tonic of adjacent applied chord(s)	0.09	Duration: 0.2<br>Local harmony: V	3.1
K533-3 (F)	77	V	81.0	81.2	0.2	tonic of adjacent applied chord(s)	0.09	Duration: 0.2<br>Local harmony: V	3.1
K533-3 (F)	78	iii	82.0	82.2	0.2	tonic of adjacent applied chord(s)	0.09	Duration: 0.2<br>Local harmony: iii	3.1
K533-3 (F)	79	ii	83.0	83.2	0.2	tonic of adjacent applied chord(s)	0.09	Duration: 0.2<br>Local harmony: ii	3.1
K533-3 (F)	80	V	88.0	89.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V(4)	6.7
K533-3 (F)	81	bIII	97.0	97.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: IIIM7	2.2
K533-3 (F)	82	I	103.0	104.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V	6.7
K533-3 (F)	83	bVII	105.0	106.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V	6.7
K533-3 (F)	84	V	108.0	110.0	2.0	tonic of adjacent applied chord(s)	0.94	Duration: 2.0<br>Local harmony: V(64)	11.1
K533-3 (F)	85	bIII	111.0	111.0	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: IIIM65	2.2
K533-3 (F)	86	V	114.0	114.5	0.5	tonic of adjacent applied chord(s)	0.23	Duration: 0.5<br>Local harmony: V	4.4
K533-3 (F)	87	V	125.0	126.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V(4)	6.7
K533-3 (F)	88	V	135.0	136.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V(64)	6.7
K533-3 (F)	89	V	137.5	138.5	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V	6.7
K533-3 (F)	90	V	141.5	142.5	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V	6.7
K533-3 (F)	91	V	143.5	143.0	-0.5	tonic of adjacent applied chord(s)	-0.23	Duration: -0.5<br>Local harmony: V7	0.0
K533-3 (F)	92	V	143.0	143.5	0.5	tonic of adjacent applied chord(s)	0.23	Duration: 0.5<br>Local harmony: V(64)	4.4
K533-3 (F)	93	V	144.0	145.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V65	6.7
K533-3 (F)	94	V	148.0	149.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: V65	6.7
K533-3 (F)	95	IV	150.0	151.0	1.0	tonic of adjacent applied chord(s)	0.47	Duration: 1.0<br>Local harmony: IV6	6.7
K533-3 (F)	96	V	155.5	155.0	-0.5	tonic of adjacent applied chord(s)	-0.23	Duration: -0.5<br>Local harmony: V6	0.0
K533-3 (F)	97	V	155.0	155.5	0.5	tonic of adjacent applied chord(s)	0.23	Duration: 0.5<br>Local harmony: V65(4)	4.4
K533-3 (F)	98	V	154.5	155.0	0.5	tonic of adjacent applied chord(s)	0.23	Duration: 0.5<br>Local harmony: V7	4.4
K533-3 (F)	99	V	154.0	154.5	0.5	tonic of adjacent applied chord(s)	0.23	Duration: 0.5<br>Local harmony: V43(6)	4.4
